,scientific_name,common_names,occurrence,nativeness,abundance,seasonality
13704,Contopus cooperi,Olive-Sided Flycatcher,Present,Native,Unknown,Migratory
13705,Contopus pertinax,Greater Pewee,Present,Native,Unknown,Vagrant
13706,Contopus sordidulus,Western Wood-Pewee,Present,Native,Unknown,Migratory
13707,Contopus virens,Eastern Wood-Pewee,Present,Native,Unknown,Vagrant
13708,Empidonax difficilis,Pacific-Slope Flycatcher,Not Confirmed,Native,No Data,No Data
13709,Empidonax hammondii,Hammond's Flycatcher,Present,Native,Unknown,Migratory
13710,Empidonax minimus,Least Flycatcher,Present,Native,Unknown,Vagrant
13711,Empidonax oberholseri,Dusky Flycatcher,Present,Native,Unknown,No Data
13712,Empidonax occidentalis,Cordilleran Flycatcher,Present,Native,Unknown,No Data
13713,Empidonax traillii,Willow Flycatcher,Present,Native,Unknown,No Data
13714,Empidonax wrightii,Gray Flycatcher,Present,Native,Unknown,No Data
13715,Legatus leucophaius,Piratic Flycatcher,Present,Native,Unknown,No Data
13716,Myiarchus cinerascens,Ash-Throated Flycatcher,Present,Native,Unknown,Breeder
13717,Myiarchus crinitus,Great Crested Flycatcher,Present,Native,Unknown,No Data
13718,Myiarchus tuberculifer,Dusky-Capped Flycatcher,Present,Native,Unknown,Vagrant
13719,Pitangus sulphuratus,Great Kiskadee,Present,Native,Unknown,Vagrant
13720,Pyrocephalus rubinus,Vermilion Flycatcher,Present,Native,Unknown,Breeder
13721,Sayornis nigricans,Black Phoebe,Present,Native,Unknown,No Data
13722,Sayornis phoebe,Eastern Phoebe,Present,Native,Unknown,No Data
13723,Sayornis saya,Say's Phoebe,Present,Native,Unknown,Breeder
13724,Tyrannus crassirostris,Thick-Billed Kingbird,Present,Native,Unknown,No Data
13725,Tyrannus forficatus,Scissor-Tailed Flycatcher,Present,Native,Unknown,No Data
13726,Tyrannus tyrannus,Eastern Kingbird,Present,Native,Unknown,No Data
13727,Tyrannus verticalis,Western Kingbird,Present,Native,Unknown,Breeder
13728,Tyrannus vociferans,Cassin's Kingbird,Present,Native,Unknown,Breeder
13729,Vireo atricapilla,Black-Capped Vireo,Present,Native,Unknown,Vagrant
13730,Vireo bellii,Bell's Vireo,Present,Native,Unknown,Breeder
13731,Vireo cassinii,Cassin's Vireo,Present,Native,Unknown,No Data
13732,Vireo flavifrons,Yellow-Throated Vireo,Present,Native,Unknown,Vagrant
13733,Vireo flavoviridis,Yellow-Green Vireo,Present,Native,Unknown,Vagrant
13734,Vireo gilvus,Warbling Vireo,Present,Native,Unknown,No Data
13735,Vireo griseus,White-Eyed Vireo,Present,Native,Unknown,Vagrant
13736,Vireo huttoni,Hutton's Vireo,Present,Native,Unknown,No Data
13737,Vireo olivaceus,Red-Eyed Vireo,Present,Native,Unknown,No Data
13738,Vireo philadelphicus,Philadelphia Vireo,Present,Native,Unknown,Vagrant
13739,Vireo plumbeus,Plumbeous Vireo,Present,Native,Unknown,Breeder
13740,Vireo solitarius,Blue-Headed Vireo,Present,Native,Unknown,No Data
13741,Vireo vicinior,Gray Vireo,Present,Native,Unknown,Breeder
13742,Ardea alba,Great Egret,Present,Native,Unknown,No Data
13743,Ardea herodias,Great Blue Heron,Present,Native,Unknown,No Data
13744,Botaurus lentiginosus,American Bittern,Present,Native,Unknown,No Data
13745,Bubulcus ibis,Cattle Egret,Present,Native,Unknown,No Data
13746,Butorides virescens,Green Heron,Present,Native,Unknown,No Data
13747,Egretta thula,Snowy Egret,Present,Native,Unknown,No Data
13748,Egretta tricolor,Tricolored Heron,Present,Native,Unknown,Vagrant
13749,Ixobrychus exilis,Least Bittern,Present,Native,Unknown,No Data
13750,Nyctanassa violacea,Yellow-Crowned Night-Heron,Present,Native,Unknown,No Data
13751,Nycticorax nycticorax,Black-Crowned Night-Heron,Present,Native,Unknown,No Data
13752,Pelecanus erythrorhynchos,American White Pelican,Present,Native,Unknown,No Data
13753,Eudocimus albus,White Ibis,Present,Native,Unknown,Vagrant
13754,Plegadis chihi,White-Faced Ibis,Present,Native,Unknown,No Data
13755,Colaptes auratus,Northern Flicker,Present,Native,Unknown,No Data
13756,Melanerpes carolinus,Red-Bellied Woodpecker,Present,Native,Unknown,No Data
13757,Melanerpes erythrocephalus,Red-Headed Woodpecker,Present,Native,Unknown,Vagrant
13758,Melanerpes formicivorus,Acorn Woodpecker,Present,Native,Unknown,No Data
13759,Melanerpes lewis,Lewis's Woodpecker,Present,Native,Unknown,No Data
13760,Picoides pubescens,Downy Woodpecker,Present,Native,Unknown,No Data
13761,Picoides scalaris,Ladder-Backed Woodpecker,Present,Native,Unknown,Breeder
13762,Picoides villosus,Hairy Woodpecker,Present,Native,Unknown,No Data
13763,Sphyrapicus nuchalis,Red-Naped Sapsucker,Present,Native,Unknown,No Data
13764,Sphyrapicus thyroideus,Williamson's Sapsucker,Present,Native,Unknown,No Data
13765,Sphyrapicus varius,Yellow-Bellied Sapsucker,Present,Native,Unknown,No Data
13766,Aechmophorus occidentalis,Western Grebe,Present,Native,Unknown,Vagrant
13767,Podiceps nigricollis,Eared Grebe,Present,Native,Unknown,No Data
13768,Podilymbus podiceps,Pied-Billed Grebe,Present,Native,Unknown,No Data
13769,Asio flammeus,Short-Eared Owl,Present,Native,Unknown,Vagrant
13770,Asio otus,Long-Eared Owl,Present,Native,Unknown,Vagrant
13771,Athene cunicularia,Burrowing Owl,Present,Native,Unknown,No Data
13772,Bubo virginianus,Great Horned Owl,Present,Native,Unknown,Breeder
13773,Megascops asio,Eastern Screech-Owl,Not Confirmed,Native,No Data,No Data
13774,Megascops kennicottii,Western Screech-Owl,Present,Native,Unknown,No Data
13775,Micrathene whitneyi,Elf Owl,Present,Native,Unknown,No Data
13776,Otus flammeolus,Flammulated Owl,Present,Native,Unknown,No Data
13777,Strix occidentalis,Spotted Owl,Present,Native,Unknown,No Data
13778,Tyto alba,Barn Owl,Present,Native,Unknown,No Data
13779,Phalacrocorax auritus,Double-Crested Cormorant,Present,Native,Unknown,Vagrant
13780,Phalacrocorax brasilianus,Neotropic Cormorant,Present,Native,Unknown,Vagrant
4235,Accipiter cooperii,Cooper's Hawk,Present,Native,Common,Breeder
4236,Accipiter gentilis,Northern Goshawk,Present,Native,Occasional,Vagrant
4237,Accipiter striatus,Sharp-Shinned Hawk,Present,Native,Uncommon,Resident
4238,Aquila chrysaetos,Golden Eagle,Present,Native,Rare,Breeder
4239,Buteo albicaudatus,White-Tailed Hawk,Present,Native,Occasional,Vagrant
4240,Buteo albonotatus,Zone-Tailed Hawk,Present,Native,Common,Breeder
4241,Buteo brachyurus,Short-Tailed Hawk,Present,Native,Occasional,Vagrant
4242,Buteo jamaicensis,Red-Tailed Hawk,Present,Native,Abundant,Breeder
4243,Buteo lagopus,Rough-Legged Hawk,Present,Native,Rare,Resident
4244,Buteo lineatus,Red-Shouldered Hawk,Present,Native,Rare,Breeder
4245,Buteo nitidus,Gray Hawk,Present,Native,Uncommon,Breeder
4246,Buteo platypterus,Broad-Winged Hawk,Present,Native,Rare,Migratory
4247,Buteo regalis,Ferruginous Hawk,Present,Native,Uncommon,Resident
4248,Buteo swainsoni,Swainson's Hawk,Present,Native,Uncommon,Migratory
4249,Buteogallus anthracinus,Common Black-Hawk,Present,Native,Rare,Breeder
4250,Circus cyaneus,Northern Harrier,Present,Native,Uncommon,Resident
4251,Elanoides forficatus,Swallow-Tailed Kite,Present,Native,Occasional,Migratory
4252,Elanus leucurus,White-Tailed Kite,Present,Native,Occasional,Migratory
4253,Haliaeetus leucocephalus,Bald Eagle,Present,Native,Occasional,Vagrant
4254,Ictinia mississippiensis,Mississippi Kite,Present,Native,Uncommon,Migratory
4255,Parabuteo unicinctus,Harris's Hawk,Present,Native,Uncommon,Breeder
4256,Cathartes aura,Turkey Vulture,Present,Native,Abundant,Breeder
4257,Coragyps atratus,Black Vulture,Present,Native,Common,Breeder
4258,Pandion haliaetus,Osprey,Present,Native,Uncommon,Migratory
4259,Aix sponsa,Wood Duck,Present,Native,Uncommon,Resident
4260,Anas acuta,Northern Pintail,Present,Native,Uncommon,Resident
4261,Anas americana,American Wigeon,Present,Native,Common,Resident
4262,Anas clypeata,Northern Shoveler,Present,Native,Common,Resident
4263,Anas crecca,Green-Winged Teal,Present,Native,Common,Resident
4264,Anas cyanoptera,Cinnamon Teal,Present,Native,Common,Resident
4265,Anas discors,Blue-Winged Teal,Present,Native,Common,Resident
4266,Anas platyrhynchos,Mallard,Present,Native,Uncommon,Resident
4267,Anas strepera,Gadwall,Present,Native,Common,Resident
4268,Anser albifrons,Greater White-Fronted Goose,Present,Native,Occasional,Vagrant
4269,Aythya affinis,Lesser Scaup,Present,Native,Uncommon,Resident
4270,Aythya americana,Redhead,Present,Native,Rare,Resident
4271,Aythya collaris,Ring-Necked Duck,Present,Native,Common,Resident
4272,Aythya valisineria,Canvasback,Present,Native,Occasional,Resident
4273,Branta canadensis,Canada Goose,Present,Native,Rare,Resident
4274,Bucephala albeola,Bufflehead,Present,Native,Common,Resident
4275,Bucephala clangula,Common Goldeneye,Present,Native,Rare,Resident
4276,Chen caerulescens,Snow Goose,Present,Native,Uncommon,Resident
4277,Chen rossii,Ross's Goose,Present,Native,Rare,Resident
4278,Cygnus columbianus,Tundra Swan,Present,Native,Rare,Resident
4279,Dendrocygna autumnalis,Black-Bellied Whistling-Duck,Present,Native,Occasional,Vagrant
4280,Lophodytes cucullatus,Hooded Merganser,Present,Native,Rare,Resident
4281,Mergus merganser,Common Merganser,Present,Native,Rare,Resident
4282,Mergus serrator,Red-Breasted Merganser,Present,Native,Occasional,Resident
4283,Oxyura jamaicensis,Ruddy Duck,Present,Native,Rare,Resident
4284,Aeronautes saxatalis,White-Throated Swift,Present,Native,Abundant,Breeder
4285,Chaetura pelagica,Chimney Swift,Present,Native,Occasional,Migratory
4286,Amazilia beryllina,Berylline Hummingbird,Present,Native,Occasional,Vagrant
4287,Amazilia violiceps,Violet-Crowned Hummingbird,Present,Native,Occasional,Vagrant
4288,Archilochus alexandri,Black-Chinned Hummingbird,Present,Native,Abundant,Breeder
4289,Archilochus colubris,Ruby-Throated Hummingbird,Present,Native,Rare,Migratory
4290,Calothorax lucifer,Lucifer Hummingbird,Present,Native,Uncommon,Breeder
4291,Calypte anna,Anna's Hummingbird,Present,Native,Common,Resident
4292,Calypte costae,Costa's Hummingbird,Present,Native,Rare,Resident
4293,Cynanthus latirostris,Broad-Billed Hummingbird,Present,Native,Rare,Migratory
4294,Eugenes fulgens,Magnificent Hummingbird,Present,Native,Rare,Breeder
4295,Hylocharis leucotis,White-Eared Hummingbird,Present,Native,Rare,Resident
4296,Lampornis clemenciae,Blue-Throated Hummingbird,Present,Native,Common,Breeder
4297,Selasphorus platycercus,Broad-Tailed Hummingbird,Present,Native,Common,Breeder
4298,Selasphorus rufus,Rufous Hummingbird,Present,Native,Common,Migratory
4299,Stellula calliope,Calliope Hummingbird,Present,Native,Rare,Migratory
4300,Caprimulgus vociferus,Whip-Poor-Will,Present,Native,Uncommon,Breeder
4301,Chordeiles,Nighthawks,No Data,No Data,No Data,No Data
4302,Chordeiles acutipennis,Lesser Nighthawk,Present,Native,Abundant,Breeder
4303,Chordeiles minor,Common Nighthawk,Present,Native,Uncommon,Migratory
4304,Phalaenoptilus nuttallii,Common Poorwill,Present,Native,Common,Breeder
4305,Charadrius vociferus,Killdeer,Present,Native,Common,Breeder
4306,Chlidonias niger,Black Tern,Present,Native,Occasional,Migratory
4307,Larus atricilla,Laughing Gull,Present,Native,Rare,Migratory
4308,Larus delawarensis,Ring-Billed Gull,Present,Native,Uncommon,Migratory
4309,Larus philadelphia,Bonaparte's Gull,Present,Native,Rare,Migratory
4310,Larus pipixcan,Franklin's Gull,Present,Native,Rare,Migratory
4311,Rissa tridactyla,Black-Legged Kittiwake,Present,Native,Occasional,Vagrant
4312,Sterna antillarum,Least Tern,Present,Native,Rare,Vagrant
4313,Sterna forsteri,Forster's Tern,Present,Native,Rare,Migratory
4314,Sternula antillarum,Least Tern,Present,Native,Rare,Migratory
4315,Himantopus mexicanus,Black-Necked Stilt,Present,Native,Uncommon,Migratory
4316,Recurvirostra americana,American Avocet,Present,Native,Uncommon,Migratory
4317,Actitis macularius,Spotted Sandpiper,Present,Native,Common,Resident
4318,Bartramia longicauda,Upland Sandpiper,Present,Native,Rare,Migratory
4319,Calidris alpina,Dunlin,Present,Native,Occasional,Migratory
4320,Calidris bairdii,Baird's Sandpiper,Present,Native,Uncommon,Migratory
4321,Calidris mauri,Western Sandpiper,Present,Native,Uncommon,Migratory
4322,Calidris melanotos,Pectoral Sandpiper,Present,Native,Rare,Migratory
4323,Calidris minutilla,Least Sandpiper,Present,Native,Uncommon,Migratory
4324,Gallinago delicata,Wilson's Snipe,Present,Native,Uncommon,Migratory
4325,Limnodromus scolopaceus,Long-Billed Dowitcher,Present,Native,Rare,Migratory
4326,Numenius americanus,Long-Billed Curlew,Present,Native,Rare,Migratory
4327,Numenius phaeopus,Whimbrel,Present,Native,Rare,Migratory
4328,Phalaropus tricolor,Wilson's Phalarope,Present,Native,Rare,Migratory
4329,Scolopax minor,American Woodcock,Present,Native,Occasional,Vagrant
4330,Tringa flavipes,Lesser Yellowlegs,Present,Native,Rare,Migratory
4331,Tringa melanoleuca,Greater Yellowlegs,Present,Native,Uncommon,Migratory
4332,Tringa semipalmata,Willet,Present,Native,Rare,Migratory
4333,Tringa solitaria,Solitary Sandpiper,Present,Native,Uncommon,Migratory
4334,Columba livia,Rock Pigeon,Present,Not Native,Rare,Breeder
4335,Columbina inca,Inca Dove,Present,Native,Common,Breeder
4336,Columbina passerina,Common Ground-Dove,Present,Native,Common,Breeder
4337,Columbina talpacoti,Ruddy Ground-Dove,Present,Native,Occasional,Vagrant
4338,Leptotila verreauxi,White-Tipped Dove,Present,Native,Occasional,Vagrant
4339,Patagioenas fasciata,Band-Tailed Pigeon,Present,Native,Uncommon,Breeder
4340,Streptopelia decaocto,Eurasian Collared-Dove,Present,Not Native,Common,Breeder
4341,Zenaida asiatica,White-Winged Dove,Present,Native,Abundant,Breeder
4342,Zenaida macroura,Mourning Dove,Present,Native,Common,Breeder
4343,Chloroceryle americana,Green Kingfisher,Present,Native,Rare,Migratory
4344,Megaceryle alcyon,Belted Kingfisher,Present,Native,Uncommon,Migratory
4345,Coccyzus americanus,Yellow-Billed Cuckoo,Present,Native,Common,Breeder
4346,Coccyzus erythropthalmus,Black-Billed Cuckoo,Present,Native,Occasional,Migratory
4347,Crotophaga sulcirostris,Groove-Billed Ani,Present,Native,Rare,Breeder
4348,Geococcyx californianus,Greater Roadrunner,Present,Native,Abundant,Breeder
4349,Caracara cheriway,Crested Caracara,Present,Native,Rare,Vagrant
4350,Falco columbarius,Merlin,Present,Native,Uncommon,Resident
4351,Falco femoralis,Aplomado Falcon,Present,Native,Occasional,No Data
4352,Falco mexicanus,Prairie Falcon,Present,Native,Rare,Breeder
4353,Falco peregrinus,Peregrine Falcon,Present,Native,Common,Breeder
4354,Falco sparverius,American Kestrel,Present,Native,Common,Breeder
4355,Callipepla gambelii,Gambel's Quail,Present,Native,Rare,No Data
4356,Callipepla squamata,Scaled Quail,Present,Native,Common,Breeder
4357,Cyrtonyx montezumae,Montezuma Quail,Present,Native,Rare,Breeder
4358,Meleagris gallopavo,Wild Turkey,Present,Native,Rare,Resident
4359,Gavia immer,Common Loon,Present,Native,Occasional,Resident
4360,Grus canadensis,Sandhill Crane,Present,Native,Uncommon,Migratory
4361,Coturnicops noveboracensis,Yellow Rail,Present,Native,Occasional,Vagrant
4362,Fulica americana,American Coot,Present,Native,Common,Breeder
4363,Gallinula chloropus,Common Moorhen,Present,Native,Rare,Migratory
4364,Porphyrio martinica,Purple Gallinule,Present,Native,Occasional,Migratory
4365,Porzana carolina,Sora,Present,Native,Common,Resident
4366,Rallus elegans,King Rail,Present,Native,Occasional,Vagrant
4367,Rallus limicola,Virginia Rail,Present,Native,Uncommon,Migratory
4368,Psaltriparus minimus,Bushtit,Present,Native,Common,Breeder
4369,Eremophila alpestris,Horned Lark,Present,Native,Rare,Migratory
4370,Bombycilla cedrorum,Cedar Waxwing,Present,Native,Uncommon,Migratory
4371,Calcarius ornatus,Chestnut-Collared Longspur,Present,Native,Uncommon,Migratory
4372,Calcarius pictus,Smith's Longspur,Present,Native,Occasional,Migratory
4373,Plectrophenax nivalis,Snow Bunting,Present,Native,Occasional,Vagrant
4374,Cardinalis cardinalis,Northern Cardinal,Present,Native,Abundant,Breeder
4375,Cardinalis sinuatus,Pyrrhuloxia,Present,Native,Abundant,Breeder
4376,Passerina amoena,Lazuli Bunting,Present,Native,Uncommon,Migratory
4377,Passerina caerulea,Blue Grosbeak,Present,Native,Common,Breeder
4378,Passerina ciris,Painted Bunting,Present,Native,Common,Breeder
4379,Passerina cyanea,Indigo Bunting,Present,Native,Common,Resident
4380,Passerina versicolor,Varied Bunting,Present,Native,Common,Breeder
4381,Pheucticus ludovicianus,Rose-Breasted Grosbeak,Present,Native,Rare,Migratory
4382,Pheucticus melanocephalus,Black-Headed Grosbeak,Present,Native,Common,Breeder
4383,Piranga bidentata,Flame-Colored Tanager,Present,Native,Rare,Migratory
4384,Piranga flava,Hepatic Tanager,Present,Native,Uncommon,Breeder
4385,Piranga ludoviciana,Western Tanager,Present,Native,Common,Migratory
4386,Piranga olivacea,Scarlet Tanager,Present,Native,Rare,Migratory
4387,Piranga rubra,Summer Tanager,Present,Native,Common,Breeder
4388,Spiza americana,Dickcissel,Present,Native,Uncommon,Migratory
4389,Certhia americana,Brown Creeper,Present,Native,Uncommon,Resident
4390,Cinclus mexicanus,American Dipper,Present,Native,Occasional,Vagrant
4391,Aphelocoma californica,Western Scrub-Jay,Present,Native,Uncommon,Resident
4392,Aphelocoma ultramarina,Mexican Jay,Present,Native,Common,Breeder
4393,Corvus corax,Common Raven,Present,Native,Abundant,Breeder
4394,Corvus cryptoleucus,Chihuahuan Raven,Present,Native,Uncommon,Resident
4395,Cyanocitta cristata,Blue Jay,Present,Native,Rare,Vagrant
4396,Cyanocitta stelleri,Steller's Jay,Present,Native,Occasional,Vagrant
4397,Gymnorhinus cyanocephalus,Pinyon Jay,Present,Native,Occasional,Migratory
4398,Nucifraga columbiana,Clark's Nutcracker,Present,Native,Occasional,Vagrant
4399,Pachyramphus aglaiae,Rose-Throated Becard,Present,Native,Occasional,Vagrant
4400,Aimophila carpalis,Rufous-Winged Sparrow,Not Confirmed,Native,No Data,No Data
4401,Aimophila cassinii,Cassin's Sparrow,Present,Native,Uncommon,Breeder
4402,Aimophila ruficeps,Rufous-Crowned Sparrow,Present,Native,Common,Breeder
4403,Ammodramus bairdii,Baird's Sparrow,Present,Native,Uncommon,Migratory
4404,Ammodramus leconteii,Le Conte's Sparrow,Present,Native,Rare,Resident
4405,Ammodramus savannarum,Grasshopper Sparrow,Present,Native,Uncommon,Resident
4406,Amphispiza belli,Sage Sparrow,Present,Native,Uncommon,Resident
4407,Amphispiza bilineata,Black-Throated Sparrow,Present,Native,Abundant,Breeder
4408,Calamospiza melanocorys,Lark Bunting,Present,Native,Common,Resident
4409,Chondestes grammacus,Lark Sparrow,Present,Native,Common,Resident
4410,Junco hyemalis,Dark-Eyed Junco,Present,Native,Common,Resident
4411,Junco phaeonotus,Yellow-Eyed Junco,Present,Native,Occasional,Vagrant
4412,Melospiza georgiana,Swamp Sparrow,Present,Native,Common,Resident
4413,Melospiza lincolnii,Lincoln's Sparrow,Present,Native,Common,Resident
4414,Melospiza melodia,Song Sparrow,Present,Native,Uncommon,Resident
4415,Melozone fusca,Canyon Towhee,Present,Native,Abundant,Breeder
4416,Passerculus sandwichensis,Savannah Sparrow,Present,Native,Common,Resident
4417,Passerella iliaca,Fox Sparrow,Present,Native,Rare,Resident
4418,Pipilo chlorurus,Green-Tailed Towhee,Present,Native,Common,Resident
4419,Pipilo maculatus,Spotted Towhee,Present,Native,Abundant,Breeder
4420,Pooecetes gramineus,Vesper Sparrow,Present,Native,Common,Resident
4421,Spizella atrogularis,Black-Chinned Sparrow,Present,Native,Common,Breeder
4422,Spizella breweri,Brewer's Sparrow,Present,Native,Common,Resident
4423,Spizella pallida,Clay-Colored Sparrow,Present,Native,Uncommon,Resident
4424,Spizella passerina,Chipping Sparrow,Present,Native,Common,Resident
4425,Spizella pusilla,Field Sparrow,Present,Native,Rare,Resident
4426,Zonotrichia albicollis,White-Throated Sparrow,Present,Native,Uncommon,Resident
4427,Zonotrichia atricapilla,Golden-Crowned Sparrow,Present,Native,Occasional,Vagrant
4428,Zonotrichia leucophrys,White-Crowned Sparrow,Present,Native,Abundant,Resident
4429,Zonotrichia querula,Harris's Sparrow,Present,Native,Occasional,Vagrant
4430,Carpodacus cassinii,Cassin's Finch,Present,Native,Rare,Migratory
4431,Carpodacus mexicanus,House Finch,Present,Native,Abundant,Breeder
4432,Carpodacus purpureus,Purple Finch,Present,Native,Rare,Migratory
4433,Coccothraustes vespertinus,Evening Grosbeak,Present,Native,Occasional,Vagrant
4434,Loxia curvirostra,Red Crossbill,Present,Native,Rare,Migratory
4435,Spinus pinus,Pine Siskin,Present,Native,Common,Migratory
4436,Spinus psaltria,Lesser Goldfinch,Present,Native,Common,Breeder
4437,Spinus tristis,American Goldfinch,Present,Native,Uncommon,Migratory
